ID,status,superkingdom,phylum,class,order,family,genus,species,strain
NODE_26_length_42780_cov_35.512142,found,Eukaryota,Mucoromycota,unassigned,Mucorales,Mucoraceae,Actinomucor,Actinomucor elegans,
NODE_27_length_42698_cov_36.776284,found,Eukaryota,Mucoromycota,unassigned,Mucorales,Mucoraceae,Actinomucor,Actinomucor elegans,
NODE_28_length_42690_cov_36.010466,nomatch,,,,,,,,
NODE_29_length_42294_cov_32.616908,found,Eukaryota,Mucoromycota,unassigned,Mucorales,Mucoraceae,Actinomucor,Actinomucor elegans,
NODE_30_length_42177_cov_36.614299,nomatch,,,,,,,,
NODE_31_length_42151_cov_34.738580,nomatch,,,,,,,,
NODE_32_length_41438_cov_35.628128,nomatch,,,,,,,,
NODE_33_length_40887_cov_35.491399,nomatch,,,,,,,,
NODE_34_length_40746_cov_34.760137,nomatch,,,,,,,,
NODE_35_length_40666_cov_35.044593,nomatch,,,,,,,,
NODE_36_length_40317_cov_33.265532,nomatch,,,,,,,,
NODE_37_length_39484_cov_37.529398,nomatch,,,,,,,,
NODE_38_length_39267_cov_35.261164,nomatch,,,,,,,,
NODE_39_length_39178_cov_37.622567,nomatch,,,,,,,,
NODE_40_length_39148_cov_35.411814,found,Eukaryota,Mucoromycota,unassigned,Mucorales,Mucoraceae,Actinomucor,Actinomucor elegans,
NODE_41_length_38980_cov_35.185924,nomatch,,,,,,,,
NODE_42_length_38938_cov_39.211214,nomatch,,,,,,,,
NODE_43_length_38653_cov_34.349362,found,Eukaryota,Mucoromycota,unassigned,Mucorales,Mucoraceae,Actinomucor,Actinomucor elegans,
NODE_44_length_38504_cov_31.387862,nomatch,,,,,,,,
NODE_45_length_38338_cov_34.489428,nomatch,,,,,,,,
NODE_46_length_38124_cov_33.002287,nomatch,,,,,,,,
NODE_47_length_38024_cov_40.231211,nomatch,,,,,,,,
NODE_48_length_38017_cov_31.808518,nomatch,,,,,,,,
NODE_49_length_37565_cov_34.298869,nomatch,,,,,,,,
NODE_50_length_37327_cov_31.533396,nomatch,,,,,,,,
NODE_51_length_37320_cov_33.073061,nomatch,,,,,,,,
NODE_52_length_37070_cov_32.808910,nomatch,,,,,,,,
NODE_53_length_36948_cov_36.964416,nomatch,,,,,,,,
NODE_54_length_36877_cov_35.770571,nomatch,,,,,,,,
NODE_55_length_36868_cov_35.147645,nomatch,,,,,,,,
NODE_56_length_36825_cov_32.515375,nomatch,,,,,,,,
NODE_57_length_36187_cov_34.920631,nomatch,,,,,,,,
NODE_58_length_36085_cov_35.761414,found,Eukaryota,Mucoromycota,unassigned,Mucorales,Mucoraceae,Actinomucor,Actinomucor elegans,
NODE_59_length_35845_cov_34.729647,nomatch,,,,,,,,
NODE_60_length_35655_cov_33.451009,nomatch,,,,,,,,
NODE_61_length_35436_cov_35.442037,nomatch,,,,,,,,
NODE_62_length_35014_cov_40.843461,nomatch,,,,,,,,
NODE_63_length_34963_cov_33.706501,nomatch,,,,,,,,
NODE_64_length_34940_cov_34.718613,nomatch,,,,,,,,
NODE_65_length_34864_cov_32.934401,nomatch,,,,,,,,
NODE_66_length_34764_cov_34.677026,nomatch,,,,,,,,
NODE_67_length_34728_cov_34.463046,nomatch,,,,,,,,
NODE_68_length_34677_cov_36.034451,nomatch,,,,,,,,
NODE_69_length_34522_cov_37.050777,nomatch,,,,,,,,
NODE_70_length_34468_cov_38.221831,found,Eukaryota,Mucoromycota,unassigned,Mucorales,Mucoraceae,Actinomucor,Actinomucor elegans,
NODE_71_length_34463_cov_37.327197,nomatch,,,,,,,,
NODE_72_length_34330_cov_36.955916,nomatch,,,,,,,,
NODE_73_length_34151_cov_34.844427,nomatch,,,,,,,,
NODE_74_length_34044_cov_37.647040,nomatch,,,,,,,,
NODE_75_length_33939_cov_32.330006,nomatch,,,,,,,,
NODE_76_length_33784_cov_38.407304,nomatch,,,,,,,,
NODE_77_length_33760_cov_34.141555,nomatch,,,,,,,,
NODE_78_length_33515_cov_36.649381,nomatch,,,,,,,,
NODE_79_length_33514_cov_37.992254,nomatch,,,,,,,,
NODE_80_length_33333_cov_34.398274,nomatch,,,,,,,,
NODE_81_length_33256_cov_39.746617,nomatch,,,,,,,,
NODE_82_length_33215_cov_34.325638,nomatch,,,,,,,,
NODE_83_length_33187_cov_33.323709,nomatch,,,,,,,,
NODE_84_length_33023_cov_39.937443,nomatch,,,,,,,,
NODE_85_length_32964_cov_36.372366,nomatch,,,,,,,,
NODE_86_length_32941_cov_35.938443,nomatch,,,,,,,,
NODE_87_length_32824_cov_33.649169,nomatch,,,,,,,,
NODE_88_length_32711_cov_35.926151,found,Eukaryota,Mucoromycota,unassigned,Mucorales,Mucoraceae,Actinomucor,Actinomucor elegans,
NODE_89_length_32582_cov_42.154038,nomatch,,,,,,,,
NODE_90_length_32489_cov_32.759225,found,Eukaryota,Mucoromycota,unassigned,Mucorales,Mucoraceae,Actinomucor,Actinomucor elegans,
NODE_91_length_32471_cov_33.868834,nomatch,,,,,,,,
NODE_92_length_32430_cov_34.547059,nomatch,,,,,,,,
NODE_93_length_32412_cov_34.649853,nomatch,,,,,,,,
NODE_94_length_32260_cov_33.618860,nomatch,,,,,,,,
NODE_95_length_32240_cov_35.235737,nomatch,,,,,,,,
NODE_96_length_32180_cov_33.018253,nomatch,,,,,,,,
NODE_97_length_32049_cov_34.322782,nomatch,,,,,,,,
NODE_98_length_32035_cov_32.250829,nomatch,,,,,,,,
NODE_99_length_31921_cov_35.754930,nomatch,,,,,,,,
NODE_100_length_31899_cov_36.915247,nomatch,,,,,,,,
NODE_101_length_31850_cov_36.038744,nomatch,,,,,,,,
NODE_102_length_31825_cov_34.618685,nomatch,,,,,,,,
NODE_103_length_31779_cov_32.006530,nomatch,,,,,,,,
NODE_104_length_31751_cov_33.864021,nomatch,,,,,,,,
NODE_105_length_31687_cov_34.631604,nomatch,,,,,,,,
NODE_106_length_31450_cov_37.200395,nomatch,,,,,,,,
NODE_107_length_31205_cov_35.476805,nomatch,,,,,,,,
NODE_108_length_31199_cov_35.846122,nomatch,,,,,,,,
NODE_109_length_31173_cov_32.260291,nomatch,,,,,,,,
NODE_110_length_31096_cov_36.278120,nomatch,,,,,,,,
NODE_111_length_31003_cov_36.400666,nomatch,,,,,,,,
NODE_112_length_30900_cov_36.693216,nomatch,,,,,,,,
NODE_113_length_30838_cov_31.365690,nomatch,,,,,,,,
NODE_114_length_30790_cov_35.129880,nomatch,,,,,,,,
NODE_115_length_30784_cov_36.379262,nomatch,,,,,,,,
NODE_116_length_30758_cov_33.121052,nomatch,,,,,,,,
NODE_117_length_30731_cov_33.634469,nomatch,,,,,,,,
NODE_118_length_30696_cov_34.819720,nomatch,,,,,,,,
NODE_119_length_30575_cov_31.550102,nomatch,,,,,,,,
NODE_120_length_30571_cov_34.299993,nomatch,,,,,,,,
NODE_121_length_30562_cov_40.146826,nomatch,,,,,,,,
NODE_122_length_30524_cov_34.719250,nomatch,,,,,,,,
NODE_123_length_30331_cov_36.959807,nomatch,,,,,,,,
NODE_124_length_30195_cov_36.966000,nomatch,,,,,,,,
NODE_125_length_30065_cov_34.890089,nomatch,,,,,,,,
NODE_126_length_30047_cov_35.731632,nomatch,,,,,,,,
NODE_127_length_30037_cov_37.161749,nomatch,,,,,,,,
NODE_128_length_29999_cov_39.315788,nomatch,,,,,,,,
NODE_129_length_29992_cov_35.575196,nomatch,,,,,,,,
NODE_130_length_29861_cov_34.308555,nomatch,,,,,,,,
NODE_131_length_29805_cov_33.681041,nomatch,,,,,,,,
NODE_132_length_29718_cov_39.262204,nomatch,,,,,,,,
NODE_133_length_29577_cov_34.274881,nomatch,,,,,,,,
NODE_134_length_29517_cov_34.541406,nomatch,,,,,,,,
NODE_135_length_29377_cov_35.716314,nomatch,,,,,,,,
NODE_136_length_29374_cov_33.467113,nomatch,,,,,,,,
NODE_137_length_29303_cov_34.640423,nomatch,,,,,,,,
NODE_138_length_29182_cov_38.493695,nomatch,,,,,,,,
NODE_139_length_29149_cov_40.378474,nomatch,,,,,,,,
NODE_140_length_29146_cov_32.275458,nomatch,,,,,,,,
NODE_141_length_29048_cov_36.618791,nomatch,,,,,,,,
NODE_142_length_29025_cov_36.579453,found,Eukaryota,Mucoromycota,unassigned,Mucorales,Mucoraceae,Actinomucor,Actinomucor elegans,
NODE_143_length_29025_cov_34.900235,nomatch,,,,,,,,
NODE_144_length_29019_cov_32.965414,nomatch,,,,,,,,
NODE_145_length_28907_cov_35.696150,nomatch,,,,,,,,
NODE_146_length_28827_cov_35.015757,nomatch,,,,,,,,
NODE_147_length_28810_cov_36.687781,nomatch,,,,,,,,
NODE_148_length_28768_cov_35.761319,nomatch,,,,,,,,
NODE_149_length_28758_cov_35.433214,nomatch,,,,,,,,
NODE_150_length_28703_cov_33.166178,nomatch,,,,,,,,
NODE_151_length_28667_cov_33.242952,nomatch,,,,,,,,
NODE_152_length_28603_cov_34.513041,nomatch,,,,,,,,
NODE_153_length_28293_cov_36.539765,nomatch,,,,,,,,
NODE_154_length_28267_cov_37.421284,nomatch,,,,,,,,
NODE_155_length_28266_cov_33.611515,nomatch,,,,,,,,
NODE_156_length_28240_cov_35.719810,nomatch,,,,,,,,
NODE_157_length_28198_cov_35.437360,nomatch,,,,,,,,
NODE_158_length_28145_cov_37.770379,nomatch,,,,,,,,
NODE_159_length_28117_cov_37.822789,nomatch,,,,,,,,
NODE_160_length_28005_cov_30.537632,nomatch,,,,,,,,
NODE_161_length_27991_cov_34.627355,nomatch,,,,,,,,
NODE_162_length_27939_cov_32.970174,nomatch,,,,,,,,
NODE_163_length_27926_cov_34.629322,nomatch,,,,,,,,
NODE_164_length_27882_cov_35.143715,nomatch,,,,,,,,
NODE_165_length_27853_cov_37.010945,nomatch,,,,,,,,
NODE_166_length_27837_cov_34.796434,nomatch,,,,,,,,
NODE_167_length_27815_cov_35.425337,nomatch,,,,,,,,
NODE_168_length_27716_cov_35.598249,nomatch,,,,,,,,
NODE_169_length_27665_cov_33.930477,nomatch,,,,,,,,
NODE_170_length_27618_cov_38.401038,nomatch,,,,,,,,
NODE_171_length_27591_cov_31.985135,nomatch,,,,,,,,
NODE_172_length_27590_cov_39.863337,nomatch,,,,,,,,
NODE_173_length_27568_cov_35.001855,found,Eukaryota,Mucoromycota,unassigned,Mucorales,Mucoraceae,Actinomucor,Actinomucor elegans,
NODE_174_length_27543_cov_35.613012,nomatch,,,,,,,,
NODE_175_length_27374_cov_33.709822,nomatch,,,,,,,,
NODE_176_length_27223_cov_29.328078,nomatch,,,,,,,,
NODE_177_length_27201_cov_35.799956,nomatch,,,,,,,,
NODE_178_length_27181_cov_35.688238,nomatch,,,,,,,,
NODE_179_length_27159_cov_29.010782,nomatch,,,,,,,,
NODE_180_length_27158_cov_36.775710,nomatch,,,,,,,,
NODE_181_length_27141_cov_35.661432,nomatch,,,,,,,,
NODE_182_length_27127_cov_34.987468,nomatch,,,,,,,,
NODE_183_length_27026_cov_33.999814,nomatch,,,,,,,,
NODE_184_length_26991_cov_35.189975,nomatch,,,,,,,,
NODE_185_length_26952_cov_35.736856,nomatch,,,,,,,,
NODE_186_length_26857_cov_34.014115,nomatch,,,,,,,,
NODE_187_length_26839_cov_35.864467,nomatch,,,,,,,,
NODE_188_length_26802_cov_38.438054,nomatch,,,,,,,,
NODE_189_length_26758_cov_36.007458,nomatch,,,,,,,,
NODE_190_length_26740_cov_33.146233,nomatch,,,,,,,,
NODE_191_length_26684_cov_38.144097,nomatch,,,,,,,,
NODE_192_length_26597_cov_33.367006,nomatch,,,,,,,,
NODE_193_length_26567_cov_36.694413,nomatch,,,,,,,,
NODE_194_length_26462_cov_32.610081,nomatch,,,,,,,,
NODE_195_length_26458_cov_34.971191,nomatch,,,,,,,,
NODE_196_length_26445_cov_37.700053,nomatch,,,,,,,,
NODE_197_length_26440_cov_37.824034,nomatch,,,,,,,,
NODE_198_length_26435_cov_43.303665,nomatch,,,,,,,,
NODE_199_length_26369_cov_34.441313,nomatch,,,,,,,,
NODE_200_length_26336_cov_33.897864,nomatch,,,,,,,,
NODE_201_length_26304_cov_39.743623,nomatch,,,,,,,,
NODE_202_length_26295_cov_33.915669,nomatch,,,,,,,,
NODE_203_length_26218_cov_35.066333,nomatch,,,,,,,,
NODE_204_length_26217_cov_32.534774,nomatch,,,,,,,,
NODE_205_length_26155_cov_32.917248,nomatch,,,,,,,,
NODE_206_length_26039_cov_35.513135,nomatch,,,,,,,,
NODE_207_length_26017_cov_34.176670,nomatch,,,,,,,,
NODE_208_length_25939_cov_33.027763,nomatch,,,,,,,,
NODE_209_length_25869_cov_37.724256,nomatch,,,,,,,,
NODE_210_length_25854_cov_29.971603,nomatch,,,,,,,,
NODE_211_length_25853_cov_35.290231,nomatch,,,,,,,,
NODE_212_length_25834_cov_34.491439,nomatch,,,,,,,,
NODE_213_length_25807_cov_33.824796,nomatch,,,,,,,,
NODE_214_length_25741_cov_36.750117,nomatch,,,,,,,,
NODE_215_length_25715_cov_28.351978,nomatch,,,,,,,,
NODE_216_length_25648_cov_38.755191,nomatch,,,,,,,,
NODE_217_length_25580_cov_38.304866,nomatch,,,,,,,,
NODE_218_length_25542_cov_39.690320,nomatch,,,,,,,,
NODE_219_length_25539_cov_35.162752,nomatch,,,,,,,,
NODE_220_length_25533_cov_33.738176,nomatch,,,,,,,,
NODE_221_length_25523_cov_34.541696,nomatch,,,,,,,,
NODE_222_length_25471_cov_33.054659,nomatch,,,,,,,,
NODE_223_length_25464_cov_41.346634,nomatch,,,,,,,,
NODE_224_length_25438_cov_36.040259,nomatch,,,,,,,,
NODE_225_length_25425_cov_33.744280,nomatch,,,,,,,,
NODE_226_length_25373_cov_36.234741,nomatch,,,,,,,,
NODE_227_length_25252_cov_30.851003,nomatch,,,,,,,,
NODE_228_length_25096_cov_36.362085,nomatch,,,,,,,,
NODE_229_length_25082_cov_35.331374,nomatch,,,,,,,,
NODE_230_length_25067_cov_33.037735,nomatch,,,,,,,,
NODE_231_length_25066_cov_39.229141,nomatch,,,,,,,,
NODE_232_length_25063_cov_33.963219,nomatch,,,,,,,,
NODE_233_length_24942_cov_34.337462,nomatch,,,,,,,,
NODE_234_length_24934_cov_35.260047,nomatch,,,,,,,,
NODE_235_length_24930_cov_34.592162,nomatch,,,,,,,,
NODE_236_length_24907_cov_33.251430,nomatch,,,,,,,,
NODE_237_length_24874_cov_35.879582,nomatch,,,,,,,,
NODE_238_length_24871_cov_32.973058,nomatch,,,,,,,,
NODE_239_length_24825_cov_38.359787,found,Eukaryota,Mucoromycota,unassigned,Mucorales,Mucoraceae,Actinomucor,Actinomucor elegans,
NODE_240_length_24817_cov_34.717259,nomatch,,,,,,,,
NODE_241_length_24723_cov_32.534285,nomatch,,,,,,,,
NODE_242_length_24694_cov_33.288947,nomatch,,,,,,,,
NODE_243_length_24653_cov_35.172811,nomatch,,,,,,,,
NODE_244_length_24650_cov_35.689781,nomatch,,,,,,,,
NODE_245_length_24635_cov_31.217526,nomatch,,,,,,,,
NODE_246_length_24607_cov_36.452507,nomatch,,,,,,,,
NODE_247_length_24584_cov_39.870690,nomatch,,,,,,,,
NODE_248_length_24568_cov_35.617533,nomatch,,,,,,,,
NODE_249_length_24530_cov_34.572200,nomatch,,,,,,,,
NODE_250_length_24478_cov_36.306996,nomatch,,,,,,,,
NODE_251_length_24476_cov_37.416042,nomatch,,,,,,,,
NODE_252_length_24453_cov_35.744175,nomatch,,,,,,,,
NODE_253_length_24435_cov_35.493617,nomatch,,,,,,,,
NODE_254_length_24382_cov_34.145855,nomatch,,,,,,,,
NODE_255_length_24378_cov_34.553516,nomatch,,,,,,,,
NODE_256_length_24370_cov_37.693121,nomatch,,,,,,,,
NODE_257_length_24277_cov_33.598471,nomatch,,,,,,,,
NODE_258_length_24183_cov_36.018584,nomatch,,,,,,,,
NODE_259_length_24176_cov_38.462799,nomatch,,,,,,,,
NODE_260_length_24149_cov_34.666127,nomatch,,,,,,,,
NODE_261_length_24085_cov_35.546151,nomatch,,,,,,,,
NODE_262_length_24048_cov_29.644988,nomatch,,,,,,,,
NODE_263_length_24047_cov_32.933751,nomatch,,,,,,,,
NODE_264_length_24001_cov_36.083055,nomatch,,,,,,,,
NODE_265_length_23953_cov_35.450327,nomatch,,,,,,,,
NODE_266_length_23940_cov_35.944559,nomatch,,,,,,,,
NODE_267_length_23907_cov_34.717961,nomatch,,,,,,,,
NODE_268_length_23886_cov_34.724096,nomatch,,,,,,,,
NODE_269_length_23883_cov_33.780728,nomatch,,,,,,,,
NODE_270_length_23858_cov_34.707203,nomatch,,,,,,,,
NODE_271_length_23848_cov_42.877918,nomatch,,,,,,,,
NODE_272_length_23771_cov_38.210180,nomatch,,,,,,,,
NODE_273_length_23658_cov_31.827276,nomatch,,,,,,,,
NODE_274_length_23653_cov_32.016627,nomatch,,,,,,,,
NODE_275_length_23620_cov_34.992525,nomatch,,,,,,,,
NODE_276_length_23598_cov_38.239020,nomatch,,,,,,,,
NODE_277_length_23576_cov_35.448487,nomatch,,,,,,,,
NODE_278_length_23423_cov_41.955667,nomatch,,,,,,,,
NODE_279_length_23422_cov_37.077533,nomatch,,,,,,,,
NODE_280_length_23419_cov_33.811327,nomatch,,,,,,,,
NODE_281_length_23409_cov_39.837905,nomatch,,,,,,,,
NODE_282_length_23315_cov_35.381272,nomatch,,,,,,,,
NODE_283_length_23255_cov_32.790966,nomatch,,,,,,,,
NODE_284_length_23228_cov_34.918794,nomatch,,,,,,,,
NODE_285_length_23200_cov_36.125935,nomatch,,,,,,,,
NODE_286_length_23176_cov_33.646781,nomatch,,,,,,,,
NODE_287_length_23163_cov_35.200121,nomatch,,,,,,,,
NODE_288_length_23159_cov_33.178061,found,Eukaryota,Mucoromycota,unassigned,Mucorales,Mucoraceae,Actinomucor,Actinomucor elegans,
NODE_289_length_23088_cov_35.143149,nomatch,,,,,,,,
NODE_290_length_22992_cov_33.812263,nomatch,,,,,,,,
NODE_291_length_22980_cov_34.359038,nomatch,,,,,,,,
NODE_292_length_22908_cov_35.247339,nomatch,,,,,,,,
NODE_293_length_22854_cov_40.189006,nomatch,,,,,,,,
NODE_294_length_22854_cov_35.359881,nomatch,,,,,,,,
NODE_295_length_22820_cov_35.580882,nomatch,,,,,,,,
NODE_296_length_22802_cov_39.649549,nomatch,,,,,,,,
NODE_297_length_22784_cov_40.018805,nomatch,,,,,,,,
NODE_298_length_22784_cov_36.113049,nomatch,,,,,,,,
NODE_299_length_22757_cov_36.981658,nomatch,,,,,,,,
NODE_300_length_22731_cov_35.744725,nomatch,,,,,,,,
NODE_301_length_22658_cov_34.439263,nomatch,,,,,,,,
NODE_302_length_22623_cov_39.639626,nomatch,,,,,,,,
NODE_303_length_22622_cov_37.100688,nomatch,,,,,,,,
NODE_304_length_22600_cov_37.458509,nomatch,,,,,,,,
NODE_305_length_22580_cov_33.105675,nomatch,,,,,,,,
NODE_306_length_22506_cov_34.889875,nomatch,,,,,,,,
NODE_307_length_22497_cov_31.932159,nomatch,,,,,,,,
NODE_308_length_22468_cov_32.789692,nomatch,,,,,,,,
NODE_309_length_22417_cov_37.233124,nomatch,,,,,,,,
NODE_310_length_22352_cov_35.605432,nomatch,,,,,,,,
NODE_311_length_22296_cov_34.316756,nomatch,,,,,,,,
NODE_312_length_22281_cov_36.097460,nomatch,,,,,,,,
NODE_313_length_22280_cov_35.694231,nomatch,,,,,,,,
NODE_314_length_22234_cov_37.864919,nomatch,,,,,,,,
NODE_315_length_22212_cov_38.452451,nomatch,,,,,,,,
NODE_316_length_22207_cov_35.081518,nomatch,,,,,,,,
NODE_317_length_22201_cov_34.538465,nomatch,,,,,,,,
NODE_318_length_22180_cov_34.399041,nomatch,,,,,,,,
NODE_319_length_22154_cov_37.543462,nomatch,,,,,,,,
NODE_320_length_22152_cov_34.806569,nomatch,,,,,,,,
NODE_321_length_22151_cov_33.373607,nomatch,,,,,,,,
NODE_322_length_22108_cov_35.557669,nomatch,,,,,,,,
NODE_323_length_22058_cov_32.890314,nomatch,,,,,,,,
NODE_324_length_21973_cov_31.633495,nomatch,,,,,,,,
NODE_325_length_21960_cov_37.977288,nomatch,,,,,,,,
NODE_326_length_21901_cov_33.283679,nomatch,,,,,,,,
NODE_327_length_21857_cov_33.582277,nomatch,,,,,,,,
NODE_328_length_21855_cov_30.674672,nomatch,,,,,,,,
NODE_329_length_21836_cov_38.266418,nomatch,,,,,,,,
NODE_330_length_21833_cov_34.447968,nomatch,,,,,,,,
NODE_331_length_21804_cov_36.694251,nomatch,,,,,,,,
NODE_332_length_21802_cov_34.869091,nomatch,,,,,,,,
NODE_333_length_21761_cov_35.405091,nomatch,,,,,,,,
NODE_334_length_21754_cov_32.407252,nomatch,,,,,,,,
NODE_335_length_21739_cov_34.158249,nomatch,,,,,,,,
NODE_336_length_21736_cov_34.609539,nomatch,,,,,,,,
NODE_337_length_21734_cov_36.553447,nomatch,,,,,,,,
NODE_338_length_21722_cov_35.844398,nomatch,,,,,,,,
NODE_339_length_21708_cov_35.750220,nomatch,,,,,,,,
NODE_340_length_21665_cov_34.454836,nomatch,,,,,,,,
NODE_341_length_21638_cov_38.887065,nomatch,,,,,,,,
NODE_342_length_21597_cov_39.284712,nomatch,,,,,,,,
NODE_343_length_21596_cov_32.563130,nomatch,,,,,,,,
NODE_344_length_21594_cov_35.344797,nomatch,,,,,,,,
NODE_345_length_21574_cov_37.681863,nomatch,,,,,,,,
NODE_346_length_21541_cov_34.130032,nomatch,,,,,,,,
NODE_347_length_21529_cov_33.755407,nomatch,,,,,,,,
NODE_348_length_21466_cov_31.870120,nomatch,,,,,,,,
NODE_349_length_21431_cov_35.733305,nomatch,,,,,,,,
NODE_350_length_21409_cov_36.736874,nomatch,,,,,,,,
NODE_351_length_21405_cov_36.290698,nomatch,,,,,,,,
NODE_352_length_21343_cov_34.873507,nomatch,,,,,,,,
NODE_353_length_21333_cov_34.721961,nomatch,,,,,,,,
NODE_354_length_21329_cov_35.129353,nomatch,,,,,,,,
NODE_355_length_21295_cov_30.887266,nomatch,,,,,,,,
NODE_356_length_21263_cov_39.584490,nomatch,,,,,,,,
NODE_357_length_21258_cov_30.173032,nomatch,,,,,,,,
NODE_358_length_21147_cov_33.480589,nomatch,,,,,,,,
NODE_359_length_21145_cov_38.955667,nomatch,,,,,,,,
NODE_360_length_21115_cov_33.271176,nomatch,,,,,,,,
NODE_361_length_21058_cov_36.778085,nomatch,,,,,,,,
NODE_362_length_21010_cov_38.147279,nomatch,,,,,,,,
NODE_363_length_20991_cov_34.239600,nomatch,,,,,,,,
NODE_364_length_20936_cov_36.073925,nomatch,,,,,,,,
NODE_365_length_20904_cov_34.513564,nomatch,,,,,,,,
NODE_366_length_20892_cov_34.841076,nomatch,,,,,,,,
NODE_367_length_20862_cov_35.969112,nomatch,,,,,,,,
NODE_368_length_20853_cov_37.021130,nomatch,,,,,,,,
NODE_369_length_20843_cov_34.513724,nomatch,,,,,,,,
NODE_370_length_20833_cov_33.162122,nomatch,,,,,,,,
NODE_371_length_20807_cov_33.945779,nomatch,,,,,,,,
NODE_372_length_20802_cov_37.804101,nomatch,,,,,,,,
NODE_373_length_20797_cov_35.810714,nomatch,,,,,,,,
NODE_374_length_20791_cov_33.155885,nomatch,,,,,,,,
NODE_375_length_20691_cov_33.069079,nomatch,,,,,,,,
NODE_376_length_20684_cov_35.826273,nomatch,,,,,,,,
NODE_377_length_20679_cov_36.108193,nomatch,,,,,,,,
NODE_378_length_20670_cov_35.132181,nomatch,,,,,,,,
NODE_379_length_20636_cov_42.516805,nomatch,,,,,,,,
NODE_380_length_20629_cov_34.762699,nomatch,,,,,,,,
NODE_381_length_20591_cov_35.005313,nomatch,,,,,,,,
NODE_382_length_20577_cov_37.341122,nomatch,,,,,,,,
NODE_383_length_20572_cov_38.365162,nomatch,,,,,,,,
NODE_384_length_20572_cov_37.110027,nomatch,,,,,,,,
NODE_385_length_20571_cov_37.483215,nomatch,,,,,,,,
NODE_386_length_20567_cov_34.508687,nomatch,,,,,,,,
NODE_387_length_20532_cov_33.479492,nomatch,,,,,,,,
NODE_388_length_20528_cov_40.036331,nomatch,,,,,,,,
NODE_389_length_20520_cov_31.854718,nomatch,,,,,,,,
NODE_390_length_20503_cov_38.032361,nomatch,,,,,,,,
NODE_391_length_20498_cov_35.350081,nomatch,,,,,,,,
NODE_392_length_20480_cov_44.797579,nomatch,,,,,,,,
NODE_393_length_20422_cov_34.173114,nomatch,,,,,,,,
NODE_394_length_20412_cov_36.481583,nomatch,,,,,,,,
NODE_395_length_20407_cov_31.816380,nomatch,,,,,,,,
NODE_396_length_20376_cov_38.529484,nomatch,,,,,,,,
NODE_397_length_20356_cov_40.138074,nomatch,,,,,,,,
NODE_398_length_20315_cov_41.526584,nomatch,,,,,,,,
NODE_399_length_20285_cov_33.783947,nomatch,,,,,,,,
NODE_400_length_20266_cov_34.011095,nomatch,,,,,,,,
NODE_401_length_20214_cov_41.387496,nomatch,,,,,,,,
NODE_402_length_20164_cov_32.425300,nomatch,,,,,,,,
NODE_403_length_20137_cov_35.668245,nomatch,,,,,,,,
NODE_404_length_20050_cov_33.866370,nomatch,,,,,,,,
NODE_405_length_20028_cov_37.676021,nomatch,,,,,,,,
NODE_406_length_19970_cov_35.259187,nomatch,,,,,,,,
NODE_407_length_19927_cov_34.176826,nomatch,,,,,,,,
NODE_408_length_19916_cov_37.333535,nomatch,,,,,,,,
NODE_409_length_19907_cov_33.729551,nomatch,,,,,,,,
NODE_410_length_19897_cov_35.446922,nomatch,,,,,,,,
